1,1,-2.499,2.1686
1,1,-2.4951,1.814
1,1,-2.4912,1.2783
1,1,-2.4873,0.73602
1,1,-2.4834,0.39937
1,1,-2.4795,0.43162
1,1,-2.4756,0.87336
1,1,-2.4717,1.6153
1,1,-2.4678,2.4317
1,1,-2.4638,3.0623
1,1,-2.4599,3.3092
1,1,-2.456,3.1089
1,1,-2.4521,2.5502
1,1,-2.4482,1.8319
1,1,-2.4443,1.1807
1,1,-2.4404,0.76446
1,1,-2.4365,0.63654
1,1,-2.4326,0.73226
1,1,-2.4287,0.9138
1,1,-2.4248,1.0404
1,1,-2.4209,1.031
1,1,-2.417,0.89307
1,1,-2.4131,0.70713
1,1,-2.4092,0.57932
1,1,-2.4053,0.58561
1,1,-2.4013,0.73489
1,1,-2.3974,0.96681
1,1,-2.3935,1.1831
1,1,-2.3896,1.2955
1,1,-2.3857,1.2664
1,1,-2.3818,1.123
1,1,-2.3779,0.93934
1,1,-2.374,0.79574
1,1,-2.3701,0.73643
1,1,-2.3662,0.74639
1,1,-2.3623,0.75857
1,1,-2.3584,0.6882
1,1,-2.3545,0.47751
1,1,-2.3506,0.12898
1,1,-2.3467,-0.28975
1,1,-2.3428,-0.67277
1,1,-2.3388,-0.92313
1,1,-2.3349,-0.99867
1,1,-2.331,-0.93475
1,1,-2.3271,-0.83178
1,1,-2.3232,-0.81159
1,1,-2.3193,-0.9608
1,1,-2.3154,-1.2864
1,1,-2.3115,-1.704
1,1,-2.3076,-2.0659
1,1,-2.3037,-2.2185
1,1,-2.2998,-2.0661
1,1,-2.2959,-1.615
1,1,-2.292,-0.97855
1,1,-2.2881,-0.34109
1,1,-2.2842,0.10563
1,1,-2.2803,0.22892
1,1,-2.2763,-0.00042718
1,1,-2.2724,-0.50133
1,1,-2.2685,-1.1135
1,1,-2.2646,-1.6526
1,1,-2.2607,-1.9689
1,1,-2.2568,-1.9881
1,1,-2.2529,-1.7247
1,1,-2.249,-1.267
1,1,-2.2451,-0.74351
1,1,-2.2412,-0.28477
1,1,-2.2373,0.0074757
1,1,-2.2334,0.077996
1,1,-2.2295,-0.078322
1,1,-2.2256,-0.42326
1,1,-2.2217,-0.88804
