ID,conditionName,trialN,block,trial,stream,task,condition,action,accuracy,reward,timeVAS,confVAS,actionTime,timeVASsec,timeBias,firstLetPosEv,Cond,totalev,balev,meanrt,recency
10,antiAction,51,1,51,2,2,1,0,1,1,NA,93.38,NA,NaN,NA,1,NA,NA,NA,NA,NA
10,antiAction,126,3,22,1,1,1,0,1,1,NA,97.63,NA,NaN,NA,1,NA,NA,NA,NA,NA
10,antiAction,73,2,21,2,2,1,0,1,1,NA,94.38,NA,NaN,NA,1,NA,NA,NA,NA,NA
10,antiAction,61,2,9,2,2,1,0,1,1,NA,100,NA,NaN,NA,0,NA,NA,NA,NA,NA
10,antiAction,37,1,37,1,1,1,0,1,1,NA,82.63,NA,NaN,NA,1,NA,NA,NA,NA,NA
10,antiAction,104,2,52,1,1,1,0,1,1,NA,100,NA,NaN,NA,0,NA,NA,NA,NA,NA
10,antiAction,117,3,13,1,1,1,0,1,1,NA,100,NA,NaN,NA,1,NA,NA,NA,NA,NA
10,antiAction,39,1,39,2,2,1,0,1,1,NA,73,NA,NaN,NA,1,NA,NA,NA,NA,NA
10,antiAction,45,1,45,1,1,1,0,1,1,NA,100,NA,NaN,NA,0,NA,NA,NA,NA,NA
10,antiAction,85,2,33,1,1,1,0,1,1,NA,100,NA,NaN,NA,1,NA,NA,NA,NA,NA
10,antiAction,138,3,34,1,1,1,0,1,1,NA,100,NA,NaN,NA,0,NA,NA,NA,NA,NA
10,antiAction,153,3,49,2,2,1,0,1,1,NA,100,NA,NaN,NA,1,NA,NA,NA,NA,NA
10,antiAction,144,3,40,2,2,1,0,1,1,NA,100,NA,NaN,NA,1,NA,NA,NA,NA,NA
10,antiAction,103,2,51,1,1,1,0,1,1,NA,99,NA,NaN,NA,1,NA,NA,NA,NA,NA
10,antiAction,89,2,37,2,2,1,0,1,1,NA,100,NA,NaN,NA,1,NA,NA,NA,NA,NA
10,antiAction,9,1,9,1,1,1,0,1,1,NA,100,NA,NaN,NA,0,NA,NA,NA,NA,NA
10,antiAction,60,2,8,1,1,1,0,1,1,NA,97.25,NA,NaN,NA,0,NA,NA,NA,NA,NA
10,antiAction,98,2,46,2,2,1,0,1,1,NA,100,NA,NaN,NA,0,NA,NA,NA,NA,NA
10,antiAction,71,2,19,1,1,1,0,1,1,NA,78.75,NA,NaN,NA,0,NA,NA,NA,NA,NA
10,antiAction,151,3,47,2,2,1,0,1,1,NA,98.88,NA,NaN,NA,0,NA,NA,NA,NA,NA
10,antiAction,10,1,10,2,2,1,0,1,1,NA,100,NA,NaN,NA,1,NA,NA,NA,NA,NA
10,antiAction,22,1,22,1,1,1,0,1,1,NA,100,NA,NaN,NA,0,NA,NA,NA,NA,NA
10,antiAction,140,3,36,2,2,1,0,1,1,NA,93.5,NA,NaN,NA,0,NA,NA,NA,NA,NA
10,antiAction,115,3,11,2,2,1,0,1,1,NA,99,NA,NaN,NA,0,NA,NA,NA,NA,NA
10,antiAction,59,2,7,2,2,1,0,1,1,NA,81.25,NA,NaN,NA,1,NA,NA,NA,NA,NA
10,antiAction,105,3,1,2,2,1,0,1,1,NA,100,NA,NaN,NA,0,NA,NA,NA,NA,NA
10,antiAction,78,2,26,1,1,1,0,1,1,NA,100,NA,NaN,NA,0,NA,NA,NA,NA,NA
10,antiAction,40,1,40,2,2,1,0,1,1,NA,86.88,NA,NaN,NA,1,NA,NA,NA,NA,NA
10,antiAction,76,2,24,1,1,1,0,1,1,NA,100,NA,NaN,NA,0,NA,NA,NA,NA,NA
10,antiAction,139,3,35,1,1,1,0,1,1,NA,100,NA,NaN,NA,0,NA,NA,NA,NA,NA
10,antiAction,4,1,4,1,1,1,0,1,1,NA,97.5,NA,NaN,NA,1,NA,NA,NA,NA,NA
10,antiAction,57,2,5,2,2,1,0,1,1,NA,95.25,NA,NaN,NA,0,NA,NA,NA,NA,NA
10,antiAction,52,1,52,2,2,1,1,-1,-1,44.375,100,11.40989488,11.09375,0,0,NA,NA,NA,NA,NA
10,antiAction,125,3,21,1,1,1,0,1,1,NA,100,NA,NaN,NA,1,NA,NA,NA,NA,NA
10,antiAction,112,3,8,1,1,1,0,1,1,NA,100,NA,NaN,NA,1,NA,NA,NA,NA,NA
10,antiAction,3,1,3,2,2,1,0,1,1,NA,82.63,NA,NaN,NA,0,NA,NA,NA,NA,NA
10,antiAction,8,1,8,1,1,1,0,1,1,NA,93.38,NA,NaN,NA,0,NA,NA,NA,NA,NA
10,antiAction,28,1,28,1,1,1,0,1,1,NA,89,NA,NaN,NA,0,NA,NA,NA,NA,NA
10,antiAction,121,3,17,1,1,1,0,1,1,NA,87.88,NA,NaN,NA,1,NA,NA,NA,NA,NA
10,NH,1,1,1,3,1,3,1,0,0,21.25,91.13,7.857126932,5.3125,-3,1,3,5,1,7.857126932,0.820512821
10,NH,123,3,19,3,2,3,1,0,0,29,53.38,11.01669508,7.25,-4,1,3,7,1,11.01669508,0.820512821
10,NH,137,3,33,3,2,3,0,0,1,NA,100,NA,NaN,NA,0,NA,NA,NA,NA,0.820512821
10,NH,84,2,32,3,2,3,0,0,1,NA,100,NA,NaN,NA,1,NA,NA,NA,NA,0.820512821
10,NH,5,1,5,3,1,3,0,0,0,NA,73.13,NA,NaN,NA,1,NA,NA,NA,NA,0.820512821
10,NH,19,1,19,3,2,3,1,0,1,43.875,80,12.15794553,10.96875,-1,1,3,8,2,12.15794553,0.820512821
10,NH,128,3,24,3,1,3,1,0,0,65.625,88.13,21.88901161,16.40625,-5,1,3,15,1,21.88901161,0.820512821
10,NH,87,2,35,3,1,3,0,0,1,NA,52.25,NA,NaN,NA,0,NA,NA,NA,NA,0.820512821
10,NH,130,3,26,3,2,3,0,0,1,NA,100,NA,NaN,NA,0,NA,NA,NA,NA,0.820512821
10,NH,131,3,27,3,2,3,0,0,0,NA,100,NA,NaN,NA,1,NA,NA,NA,NA,0.820512821
10,NH,24,1,24,3,2,3,1,0,0,41,100,14.11110305,10.25,-4,1,3,11,3,14.11110305,0.820512821
10,NH,12,1,12,3,1,3,0,0,0,NA,100,NA,NaN,NA,0,NA,NA,NA,NA,0.820512821
10,NH,13,1,13,3,1,3,0,0,0,NA,87,NA,NaN,NA,0,NA,NA,NA,NA,0.820512821
10,NH,94,2,42,3,2,3,0,0,1,NA,99.5,NA,NaN,NA,1,NA,NA,NA,NA,0.820512821
10,NH,15,1,15,3,2,3,0,0,0,NA,86.13,NA,NaN,NA,0,NA,NA,NA,NA,0.820512821
10,NH,109,3,5,3,1,3,0,0,0,NA,100,NA,NaN,NA,1,NA,NA,NA,NA,0.820512821
10,NH,17,1,17,3,1,3,1,0,0,32.625,59.25,13.05886294,8.15625,-5,1,3,8,2,13.05886294,0.820512821
10,NH,96,2,44,3,2,3,1,0,0,60,100,15.65483177,15,-1,1,3,11,1,15.65483177,0.820512821
10,NH,32,1,32,3,2,3,1,0,1,38.75,100,9.484290701,9.6875,0,1,3,7,1,9.484290701,0.820512821
10,NH,141,3,37,3,1,3,0,0,0,NA,100,NA,NaN,NA,0,NA,NA,NA,NA,0.820512821
10,NH,100,2,48,3,1,3,0,0,1,NA,100,NA,NaN,NA,0,NA,NA,NA,NA,0.820512821
10,NH,26,1,26,3,2,3,1,0,1,59.5,21,18.51416773,14.875,-4,0,3,14,0,18.51416773,0.820512821
10,NH,49,1,49,3,1,3,0,0,0,NA,100,NA,NaN,NA,1,NA,NA,NA,NA,0.820512821
10,NH,90,2,38,3,2,3,1,0,1,74.375,6.5,19.25127978,18.59375,-1,0,3,13,1,19.25127978,0.820512821
10,NH,38,1,38,3,2,3,1,0,1,40,99.25,10.54365405,10,-1,1,3,8,2,10.54365405,0.820512821
10,NH,70,2,18,3,2,3,0,0,0,NA,68.63,NA,NaN,NA,1,NA,NA,NA,NA,0.820512821
10,NH,148,3,44,3,2,3,0,0,1,NA,100,NA,NaN,NA,1,NA,NA,NA,NA,0.820512821
10,NH,108,3,4,3,2,3,0,0,1,NA,87.5,NA,NaN,NA,1,NA,NA,NA,NA,0.820512821
10,NH,55,2,3,3,1,3,0,0,1,NA,79.13,NA,NaN,NA,1,NA,NA,NA,NA,0.820512821
10,NH,81,2,29,3,1,3,1,0,0,35.125,100,8.581947798,8.78125,0,0,3,5,3,8.581947798,0.820512821
10,NH,118,3,14,3,1,3,0,0,0,NA,61.88,NA,NaN,NA,0,NA,NA,NA,NA,0.820512821
10,NH,53,2,1,3,1,3,0,0,0,NA,100,NA,NaN,NA,0,NA,NA,NA,NA,0.820512821
10,NH,72,2,20,3,1,3,0,0,0,NA,96,NA,NaN,NA,0,NA,NA,NA,NA,0.820512821
10,NH,134,3,30,3,1,3,1,0,1,54.875,63.38,13.53135154,13.71875,0,1,3,11,3,13.53135154,0.820512821
10,NH,56,2,4,3,2,3,1,0,1,88.625,88.63,24.28524714,22.15625,-2,1,3,20,0,24.28524714,0.820512821
10,NH,41,1,41,3,2,3,0,0,0,NA,49.63,NA,NaN,NA,0,NA,NA,NA,NA,0.820512821
10,NH,133,3,29,3,2,3,1,0,1,70.125,100,14.95775712,17.53125,3,1,3,10,2,14.95775712,0.820512821
10,NH,106,3,2,3,1,3,0,0,1,NA,100,NA,NaN,NA,0,NA,NA,NA,NA,0.820512821
10,NH,93,2,41,3,2,3,0,0,0,NA,93.13,NA,NaN,NA,1,NA,NA,NA,NA,0.820512821
10,NL,150,3,46,4,2,4,1,0,1,43.75,100,13.08721077,10.9375,-2,0,4,7,3,13.08721077,1.230769231
10,NL,62,2,10,4,2,4,0,0,0,NA,93.63,NA,NaN,NA,0,NA,NA,NA,NA,1.230769231
10,NL,36,1,36,4,1,4,0,0,1,NA,93.88,NA,NaN,NA,0,NA,NA,NA,NA,1.230769231
10,NL,129,3,25,4,1,4,1,0,0,58.25,100,21.80272628,14.5625,-7,1,4,8,2,21.80272628,1.230769231
10,NL,31,1,31,4,2,4,0,0,0,NA,50.88,NA,NaN,NA,1,NA,NA,NA,NA,1.230769231
10,NL,11,1,11,4,1,4,1,0,0,63.875,78.63,18.14837085,15.96875,-2,1,4,7,1,18.14837085,1.230769231
10,NL,146,3,42,4,2,4,0,0,1,NA,100,NA,NaN,NA,0,NA,NA,NA,NA,1.230769231
10,NL,18,1,18,4,2,4,1,0,0,57.875,100,19.03998962,14.46875,-5,1,4,7,1,19.03998962,1.230769231
10,NL,48,1,48,4,1,4,0,0,0,NA,88,NA,NaN,NA,1,NA,NA,NA,NA,1.230769231
10,NL,136,3,32,4,2,4,0,0,0,NA,100,NA,NaN,NA,1,NA,NA,NA,NA,1.230769231
10,NL,99,2,47,4,2,4,0,0,1,NA,51.5,NA,NaN,NA,1,NA,NA,NA,NA,1.230769231
10,NL,156,3,52,4,2,4,1,0,0,90,100,24.72663282,22.5,-2,0,4,10,0,24.72663282,1.230769231
10,NL,92,2,40,4,2,4,0,0,0,NA,100,NA,NaN,NA,0,NA,NA,NA,NA,1.230769231
10,NL,75,2,23,4,1,4,0,0,0,NA,0.13,NA,NaN,NA,1,NA,NA,NA,NA,1.230769231
10,NL,116,3,12,4,1,4,0,0,0,NA,49.88,NA,NaN,NA,1,NA,NA,NA,NA,1.230769231
10,NL,101,2,49,4,1,4,0,0,0,NA,81.63,NA,NaN,NA,0,NA,NA,NA,NA,1.230769231
10,NL,2,1,2,4,1,4,0,0,1,NA,32.13,NA,NaN,NA,0,NA,NA,NA,NA,1.230769231
10,NL,16,1,16,4,1,4,0,0,1,NA,100,NA,NaN,NA,0,NA,NA,NA,NA,1.230769231
10,NL,7,1,7,4,2,4,1,0,1,73.25,71.25,19.10583388,18.3125,-1,1,4,8,2,19.10583388,1.230769231
10,NL,132,3,28,4,2,4,1,0,0,89.5,100,23.7629858,22.375,-1,1,4,12,0,23.7629858,1.230769231
10,NL,34,1,34,4,2,4,0,0,0,NA,100,NA,NaN,NA,0,NA,NA,NA,NA,1.230769231
10,NL,114,3,10,4,2,4,1,0,0,79.5,100,16.16901719,19.875,4,1,4,7,1,16.16901719,1.230769231
10,NL,80,2,28,4,1,4,0,0,0,NA,83.38,NA,NaN,NA,0,NA,NA,NA,NA,1.230769231
10,NL,69,2,17,4,1,4,0,0,1,NA,52.75,NA,NaN,NA,1,NA,NA,NA,NA,1.230769231
10,NL,83,2,31,4,2,4,0,0,0,NA,13.5,NA,NaN,NA,0,NA,NA,NA,NA,1.230769231
10,NL,145,3,41,4,1,4,0,0,0,NA,100,NA,NaN,NA,1,NA,NA,NA,NA,1.230769231
10,NL,30,1,30,4,1,4,1,0,1,78.25,54.5,16.47020844,19.5625,3,0,4,7,1,16.47020844,1.230769231
10,NL,95,2,43,4,2,4,0,0,0,NA,80.88,NA,NaN,NA,0,NA,NA,NA,NA,1.230769231
10,NL,107,3,3,4,2,4,1,0,1,75,100,22.32222687,18.75,-4,1,4,12,0,22.32222687,1.230769231
10,NL,29,1,29,4,2,4,1,0,0,73.5,100,16.47453235,18.375,2,0,4,7,1,16.47453235,1.230769231
10,NL,82,2,30,4,1,4,1,0,1,56.625,100,17.92553553,14.15625,-4,1,4,10,2,17.92553553,1.230769231
10,NL,14,1,14,4,2,4,0,0,1,NA,64.75,NA,NaN,NA,1,NA,NA,NA,NA,1.230769231
10,NL,135,3,31,4,1,4,0,0,0,NA,100,NA,NaN,NA,0,NA,NA,NA,NA,1.230769231
10,NL,152,3,48,4,1,4,0,0,1,NA,100,NA,NaN,NA,1,NA,NA,NA,NA,1.230769231
10,NL,68,2,16,4,1,4,1,0,1,84.125,67,24.37007831,21.03125,-3,0,4,10,0,24.37007831,1.230769231
10,NL,54,2,2,4,2,4,1,0,0,50.625,84,12.68232565,12.65625,0,1,4,5,1,12.68232565,1.230769231
10,NL,42,1,42,4,2,4,0,0,0,NA,100,NA,NaN,NA,0,NA,NA,NA,NA,1.230769231
10,NL,147,3,43,4,1,4,1,0,0,54.75,91.25,18.97822863,13.6875,-5,1,4,7,1,18.97822863,1.230769231
10,NL,66,2,14,4,2,4,0,0,1,NA,0,NA,NaN,NA,0,NA,NA,NA,NA,1.230769231
10,proAction,6,1,6,2,1,-1,1,1,1,52.375,82.13,11.19495994,13.09375,2,0,2,6,2,11.19495994,1.007407407
10,proAction,102,2,50,2,1,-1,0,-1,-1,NA,4.13,NA,NaN,NA,0,NA,NA,NA,NA,1.007407407
10,proAction,64,2,12,1,2,-1,1,1,1,42.75,100,13.19458446,10.6875,-3,0,2,7,3,13.19458446,1.007407407
10,proAction,77,2,25,2,1,-1,1,1,1,46,100,11.4308162,11.5,0,0,2,4,0,11.4308162,1.007407407
10,proAction,21,1,21,1,2,-1,1,1,1,50.75,100,16.18053936,12.6875,-3,1,2,8,4,16.18053936,1.007407407
10,proAction,44,1,44,1,2,-1,0,-1,-1,NA,58.88,NA,NaN,NA,0,NA,NA,NA,NA,1.007407407
10,proAction,124,3,20,2,1,-1,1,1,1,56.25,100,19.88827763,14.0625,-6,1,2,13,3,19.88827763,1.007407407
10,proAction,46,1,46,1,2,-1,1,1,1,75,100,18.97313428,18.75,0,0,2,11,1,18.97313428,1.007407407
10,proAction,79,2,27,1,2,-1,1,1,1,62.25,81,13.35766574,15.5625,2,0,2,6,2,13.35766574,1.007407407
10,proAction,74,2,22,2,1,-1,1,1,1,42.5,100,13.85328821,10.625,-3,0,2,6,2,13.85328821,1.007407407
10,proAction,88,2,36,1,2,-1,1,1,1,40.875,100,17.01819242,10.21875,-7,0,2,8,4,17.01819242,1.007407407
10,proAction,63,2,11,2,1,-1,1,1,1,52,84.25,16.14425574,13,-3,1,2,9,5,16.14425574,1.007407407
10,proAction,47,1,47,2,1,-1,0,-1,-1,NA,76.13,NA,NaN,NA,0,NA,NA,NA,NA,1.007407407
10,proAction,91,2,39,1,2,-1,1,1,1,74.375,51.38,20.91957838,18.59375,-2,0,2,13,1,20.91957838,1.007407407
10,proAction,119,3,15,1,2,-1,1,1,1,50.125,100,8.824261603,12.53125,4,0,2,4,2,8.824261603,1.007407407
10,proAction,120,3,16,2,1,-1,1,1,1,61.375,100,14.57071618,15.34375,1,0,2,10,2,14.57071618,1.007407407
10,proAction,50,1,50,2,1,-1,1,1,1,41.375,99.88,11.39839395,10.34375,-1,0,2,7,3,11.39839395,1.007407407
10,proAction,122,3,18,1,2,-1,1,1,1,79.625,100,21.59768771,19.90625,-2,0,2,14,4,21.59768771,1.007407407
10,proAction,43,1,43,2,1,-1,1,1,1,71.25,100,20.81657886,17.8125,-3,0,2,12,2,20.81657886,1.007407407
10,proAction,97,2,45,2,1,-1,1,1,1,43.125,100,15.4507328,10.78125,-5,0,2,9,3,15.4507328,1.007407407
10,proAction,58,2,6,2,1,-1,1,1,1,38.625,85.88,12.4494931,9.65625,-3,0,2,7,3,12.4494931,1.007407407
10,proAction,33,1,33,2,1,-1,1,1,1,55.25,93.88,17.42989713,13.8125,-4,1,2,10,6,17.42989713,1.007407407
10,proAction,127,3,23,1,2,-1,1,1,1,44.25,100,15.62447132,11.0625,-5,1,2,10,4,15.62447132,1.007407407
10,proAction,20,1,20,2,1,-1,1,1,1,31.625,100,9.19055216,7.90625,-1,1,2,6,4,9.19055216,1.007407407
10,proAction,142,3,38,1,2,-1,1,1,1,69,100,19.72936207,17.25,-2,0,2,12,0,19.72936207,1.007407407
10,proAction,143,3,39,2,1,-1,1,1,1,66.125,100,15.45560737,16.53125,1,1,2,9,3,15.45560737,1.007407407
10,proAction,23,1,23,2,1,-1,1,1,1,62,100,15.2437117,15.5,0,1,2,10,4,15.2437117,1.007407407
10,proAction,65,2,13,1,2,-1,1,1,1,52.125,100,20.77022299,13.03125,-8,0,2,10,2,20.77022299,1.007407407
10,proAction,25,1,25,1,2,-1,0,-1,-1,NA,50.63,NA,NaN,NA,0,NA,NA,NA,NA,1.007407407
10,proAction,67,2,15,2,1,-1,1,1,1,57.75,100,14.09636325,14.4375,0,1,2,8,2,14.09636325,1.007407407
10,proAction,27,1,27,1,2,-1,1,1,1,62.25,79.63,21.78771398,15.5625,-6,1,2,13,3,21.78771398,1.007407407
10,proAction,149,3,45,2,1,-1,1,1,1,70.875,100,19.48653299,17.71875,-2,1,2,12,4,19.48653299,1.007407407
10,proAction,110,3,6,2,1,-1,1,1,1,26.75,100,11.91075609,6.6875,-5,0,2,6,2,11.91075609,1.007407407
10,proAction,111,3,7,2,1,-1,1,1,1,45.125,100,13.70382523,11.28125,-2,0,2,8,2,13.70382523,1.007407407
10,proAction,86,2,34,1,2,-1,1,1,1,61.625,100,17.80610741,15.40625,-2,0,2,9,3,17.80610741,1.007407407
10,proAction,113,3,9,1,2,-1,0,-1,-1,NA,0,NA,NaN,NA,0,NA,NA,NA,NA,1.007407407
10,proAction,154,3,50,2,1,-1,1,1,1,37.125,100,12.30176563,9.28125,-3,1,2,5,3,12.30176563,1.007407407
10,proAction,155,3,51,1,2,-1,1,1,1,49.25,100,14.04746286,12.3125,-2,1,2,9,3,14.04746286,1.007407407
10,proAction,35,1,35,1,2,-1,1,1,1,69.5,100,18.64710974,17.375,-1,1,2,10,2,18.64710974,1.007407407
11,antiAction,15,1,15,1,1,1,0,1,1,NA,71.88,NA,NaN,NA,0,NA,NA,NA,NA,NA
11,antiAction,94,2,42,2,2,1,0,1,1,NA,80.63,NA,NaN,NA,0,NA,NA,NA,NA,NA
11,antiAction,36,1,36,2,2,1,0,1,1,NA,69.88,NA,NaN,NA,1,NA,NA,NA,NA,NA
11,antiAction,24,1,24,2,2,1,0,1,1,NA,48.25,NA,NaN,NA,1,NA,NA,NA,NA,NA
11,antiAction,104,2,52,1,1,1,0,1,1,NA,80.63,NA,NaN,NA,1,NA,NA,NA,NA,NA
11,antiAction,110,3,6,1,1,1,0,1,1,NA,68.88,NA,NaN,NA,0,NA,NA,NA,NA,NA
11,antiAction,27,1,27,1,1,1,0,1,1,NA,78.38,NA,NaN,NA,0,NA,NA,NA,NA,NA
11,antiAction,26,1,26,2,2,1,0,1,1,NA,55,NA,NaN,NA,1,NA,NA,NA,NA,NA
11,antiAction,9,1,9,2,2,1,0,1,1,NA,74.13,NA,NaN,NA,1,NA,NA,NA,NA,NA
11,antiAction,8,1,8,2,2,1,0,1,1,NA,84.75,NA,NaN,NA,0,NA,NA,NA,NA,NA
11,antiAction,76,2,24,1,1,1,0,1,1,NA,76.63,NA,NaN,NA,1,NA,NA,NA,NA,NA
11,antiAction,103,2,51,2,2,1,1,-1,-1,22.875,85.63,16.12173482,5.71875,-10,0,NA,NA,NA,NA,NA
11,antiAction,92,2,40,2,2,1,0,1,1,NA,63.38,NA,NaN,NA,0,NA,NA,NA,NA,NA
11,antiAction,79,2,27,2,2,1,0,1,1,NA,74.88,NA,NaN,NA,1,NA,NA,NA,NA,NA
11,antiAction,93,2,41,1,1,1,0,1,1,NA,87.5,NA,NaN,NA,0,NA,NA,NA,NA,NA
11,antiAction,12,1,12,1,1,1,0,1,1,NA,84.5,NA,NaN,NA,1,NA,NA,NA,NA,NA
11,antiAction,121,3,17,1,1,1,0,1,1,NA,85.63,NA,NaN,NA,0,NA,NA,NA,NA,NA
11,antiAction,83,2,31,2,2,1,0,1,1,NA,72.25,NA,NaN,NA,0,NA,NA,NA,NA,NA
11,antiAction,3,1,3,2,2,1,0,1,1,NA,88.75,NA,NaN,NA,0,NA,NA,NA,NA,NA
11,antiAction,7,1,7,1,1,1,0,1,1,NA,83.75,NA,NaN,NA,0,NA,NA,NA,NA,NA
11,antiAction,73,2,21,1,1,1,0,1,1,NA,79.38,NA,NaN,NA,1,NA,NA,NA,NA,NA
11,antiAction,18,1,18,1,1,1,0,1,1,NA,72.75,NA,NaN,NA,0,NA,NA,NA,NA,NA
11,antiAction,155,3,51,2,2,1,0,1,1,NA,78.88,NA,NaN,NA,1,NA,NA,NA,NA,NA
11,antiAction,146,3,42,1,1,1,0,1,1,NA,70,NA,NaN,NA,1,NA,NA,NA,NA,NA
11,antiAction,116,3,12,2,2,1,0,1,1,NA,71.13,NA,NaN,NA,1,NA,NA,NA,NA,NA
11,antiAction,144,3,40,2,2,1,0,1,1,NA,75.38,NA,NaN,NA,1,NA,NA,NA,NA,NA
11,antiAction,65,2,13,1,1,1,0,1,1,NA,61.63,NA,NaN,NA,1,NA,NA,NA,NA,NA
11,antiAction,150,3,46,2,2,1,0,1,1,NA,82.13,NA,NaN,NA,0,NA,NA,NA,NA,NA
11,antiAction,61,2,9,1,1,1,0,1,1,NA,78.25,NA,NaN,NA,1,NA,NA,NA,NA,NA
11,antiAction,59,2,7,2,2,1,0,1,1,NA,73.88,NA,NaN,NA,1,NA,NA,NA,NA,NA
11,antiAction,137,3,33,1,1,1,0,1,1,NA,81.75,NA,NaN,NA,1,NA,NA,NA,NA,NA
11,antiAction,33,1,33,1,1,1,0,1,1,NA,41.88,NA,NaN,NA,0,NA,NA,NA,NA,NA
11,antiAction,119,3,15,1,1,1,0,1,1,NA,79.25,NA,NaN,NA,0,NA,NA,NA,NA,NA
11,antiAction,22,1,22,1,1,1,0,1,1,NA,67.13,NA,NaN,NA,0,NA,NA,NA,NA,NA
11,antiAction,72,2,20,1,1,1,0,1,1,NA,84.88,NA,NaN,NA,0,NA,NA,NA,NA,NA
11,antiAction,156,3,52,2,2,1,0,1,1,NA,74.25,NA,NaN,NA,0,NA,NA,NA,NA,NA
11,antiAction,123,3,19,1,1,1,0,1,1,NA,86,NA,NaN,NA,0,NA,NA,NA,NA,NA
11,antiAction,145,3,41,1,1,1,0,1,1,NA,82.5,NA,NaN,NA,0,NA,NA,NA,NA,NA
11,antiAction,143,3,39,2,2,1,0,1,1,NA,87.13,NA,NaN,NA,1,NA,NA,NA,NA,NA
11,NH,1,1,1,3,2,3,1,0,0,53.375,75.88,12.55424158,13.34375,1,1,3,9,1,12.55424158,0.691358025
11,NH,41,1,41,3,2,3,0,0,0,NA,12.13,NA,NaN,NA,0,NA,NA,NA,NA,0.691358025
11,NH,96,2,44,3,2,3,0,0,0,NA,2.38,NA,NaN,NA,0,NA,NA,NA,NA,0.691358025
11,NH,17,1,17,3,1,3,0,0,0,NA,64.25,NA,NaN,NA,1,NA,NA,NA,NA,0.691358025
11,NH,5,1,5,3,2,3,1,0,1,64.5,67,10.09922309,16.125,6,1,3,6,2,10.09922309,0.691358025
11,NH,6,1,6,3,1,3,0,0,1,NA,12.63,NA,NaN,NA,1,NA,NA,NA,NA,0.691358025
11,NH,128,3,24,3,2,3,0,0,1,NA,49.13,NA,NaN,NA,0,NA,NA,NA,NA,0.691358025
11,NH,101,2,49,3,1,3,0,0,1,NA,74,NA,NaN,NA,0,NA,NA,NA,NA,0.691358025
11,NH,102,2,50,3,1,3,0,0,0,NA,17.63,NA,NaN,NA,0,NA,NA,NA,NA,0.691358025
11,NH,10,1,10,3,2,3,1,0,1,37,50.63,11.55689191,9.25,-2,0,3,8,2,11.55689191,0.691358025
11,NH,11,1,11,3,2,3,1,0,1,65.125,66.63,19.73263951,16.28125,-3,1,3,11,1,19.73263951,0.691358025
11,NH,25,1,25,3,1,3,1,0,1,53.25,50.38,11.84856794,13.3125,1,1,3,9,3,11.84856794,0.691358025
11,NH,53,2,1,3,2,3,0,0,0,NA,64.5,NA,NaN,NA,0,NA,NA,NA,NA,0.691358025
11,NH,135,3,31,3,1,3,0,0,1,NA,45.63,NA,NaN,NA,0,NA,NA,NA,NA,0.691358025
11,NH,54,2,2,3,2,3,1,0,1,56.75,18.38,16.49312113,14.1875,-2,1,3,11,1,16.49312113,0.691358025
11,NH,29,1,29,3,2,3,0,0,1,NA,19.5,NA,NaN,NA,0,NA,NA,NA,NA,0.691358025
11,NH,151,3,47,3,2,3,0,0,1,NA,33.75,NA,NaN,NA,1,NA,NA,NA,NA,0.691358025
11,NH,31,1,31,3,1,3,1,0,0,17.625,23,22.94219982,4.40625,-19,1,3,16,2,22.94219982,0.691358025
11,NH,99,2,47,3,1,3,1,0,1,13.875,92.38,11.65074037,3.46875,-8,1,3,6,4,11.65074037,0.691358025
11,NH,141,3,37,3,2,3,1,0,1,82.625,85.5,24.00942427,20.65625,-3,0,3,16,2,24.00942427,0.691358025
11,NH,114,3,10,3,1,3,0,0,0,NA,67.5,NA,NaN,NA,0,NA,NA,NA,NA,0.691358025
11,NH,147,3,43,3,1,3,1,0,1,30.125,60.25,16.1020893,7.53125,-9,0,3,12,2,16.1020893,0.691358025
11,NH,63,2,11,3,2,3,1,0,0,37.25,77.5,13.20453887,9.3125,-4,1,3,5,3,13.20453887,0.691358025
11,NH,37,1,37,3,1,3,0,0,1,NA,73,NA,NaN,NA,0,NA,NA,NA,NA,0.691358025
11,NH,38,1,38,3,2,3,1,0,0,85.625,27.38,22.79279983,21.40625,-1,0,3,17,1,22.79279983,0.691358025
11,NH,69,2,17,3,1,3,0,0,0,NA,37.75,NA,NaN,NA,1,NA,NA,NA,NA,0.691358025
11,NH,120,3,16,3,1,3,0,0,1,NA,22.38,NA,NaN,NA,1,NA,NA,NA,NA,0.691358025
11,NH,153,3,49,3,2,3,0,0,1,NA,81.25,NA,NaN,NA,0,NA,NA,NA,NA,0.691358025
11,NH,154,3,50,3,2,3,1,0,0,51.25,66.88,11.72623398,12.8125,1,1,3,10,2,11.72623398,0.691358025
11,NH,87,2,35,3,2,3,0,0,0,NA,64.13,NA,NaN,NA,1,NA,NA,NA,NA,0.691358025
11,NH,118,3,14,3,1,3,0,0,1,NA,44.25,NA,NaN,NA,0,NA,NA,NA,NA,0.691358025
11,NH,106,3,2,3,1,3,1,0,1,60.5,34,15.77801615,15.125,-1,1,3,11,1,15.77801615,0.691358025
11,NH,90,2,38,3,2,3,1,0,0,52.25,45,14.3469232,13.0625,-1,1,3,11,3,14.3469232,0.691358025
11,NH,131,3,27,3,2,3,1,0,1,61,72,14.49497838,15.25,1,1,3,10,0,14.49497838,0.691358025
