sub,trialN,actionTime,block,trial,condition,evidenceType,action,OTime,p300Amp,movedYet,timeToAction,gconditionName,gcondition
10,1,7.857126932,1,1,3,1,1,1.750574168,-6.931251526,0,-6.106552764,NH,3
10,1,7.857126932,1,1,3,0,1,3.000978642,-2.100381613,0,-4.85614829,NH,3
10,1,7.857126932,1,1,3,1,1,4.251395267,-5.075252056,0,-3.605731665,NH,3
10,1,7.857126932,1,1,3,0,1,5.751908123,7.912427902,0,-2.105218809,NH,3
10,1,7.857126932,1,1,3,1,1,6.752228517,-13.40363026,0,-1.104898415,NH,3
10,1,7.857126932,1,1,3,1,1,9.753218602,8.313793182,1,1.89609167,NH,3
10,1,7.857126932,1,1,3,0,1,10.50348818,-7.338281155,1,2.646361251,NH,3
10,1,7.857126932,1,1,3,0,1,12.50415209,-15.91457939,1,4.647025161,NH,3
10,1,7.857126932,1,1,3,1,1,13.00431082,-3.902660847,1,5.147183884,NH,3
10,1,7.857126932,1,1,3,0,1,14.7548884,-11.06901169,1,6.897761473,NH,3
10,1,7.857126932,1,1,3,1,1,16.00530326,0.351152062,1,8.148176328,NH,3
10,1,7.857126932,1,1,3,0,1,17.50580821,-3.655755281,1,9.64868128,NH,3
10,1,7.857126932,1,1,3,1,1,18.75622047,31.65279388,1,10.89909354,NH,3
10,1,7.857126932,1,1,3,0,1,19.50648286,-29.63961983,1,11.64935593,NH,3
10,1,7.857126932,1,1,3,1,1,21.25703095,-20.83265877,1,13.39990402,NH,3
10,1,7.857126932,1,1,3,0,1,23.25772105,-0.485636264,1,15.40059412,NH,3
10,10,NA,1,10,1,1,0,1.750567799,22.55706787,0,NA,Informative,1
10,10,NA,1,10,1,0,0,3.000988316,-7.195408821,0,NA,Informative,1
10,10,NA,1,10,1,0,0,4.25138123,-9.534344673,0,NA,Informative,1
10,10,NA,1,10,1,0,0,6.001979581,-9.909044266,0,NA,Informative,1
10,10,NA,1,10,1,0,0,9.503153515,-5.558597088,0,NA,Informative,1
10,10,NA,1,10,1,0,0,11.7539008,4.669650555,0,NA,Informative,1
10,10,NA,1,10,1,0,0,13.50447261,14.34250832,0,NA,Informative,1
10,10,NA,1,10,1,0,0,14.75488569,7.917667866,0,NA,Informative,1
10,10,NA,1,10,1,0,0,17.25573404,7.177131653,0,NA,Informative,1
10,10,NA,1,10,1,0,0,20.00663226,11.95965958,0,NA,Informative,1
10,10,NA,1,10,1,0,0,21.25705101,11.48868752,0,NA,Informative,1
10,100,NA,2,48,3,0,0,1.250370736,-0.364426136,0,NA,NH,3
10,100,NA,2,48,3,1,0,2.500774975,-4.493397713,0,NA,NH,3
10,100,NA,2,48,3,0,0,3.501164969,-6.427530766,0,NA,NH,3
10,100,NA,2,48,3,1,0,5.001651754,2.987931013,0,NA,NH,3
10,100,NA,2,48,3,0,0,6.252080411,-2.707839251,0,NA,NH,3
10,100,NA,2,48,3,1,0,7.252409771,-5.881586552,0,NA,NH,3
10,100,NA,2,48,3,0,0,7.75256932,-6.943624973,0,NA,NH,3
10,100,NA,2,48,3,1,0,9.50315788,-12.34934139,0,NA,NH,3
10,100,NA,2,48,3,0,0,10.25341531,0.135718644,0,NA,NH,3
10,100,NA,2,48,3,1,0,10.75356695,7.336251259,0,NA,NH,3
10,100,NA,2,48,3,0,0,13.0043153,14.95280552,0,NA,NH,3
10,100,NA,2,48,3,0,0,14.25470739,16.28915977,0,NA,NH,3
10,100,NA,2,48,3,1,0,14.75490492,4.427591324,0,NA,NH,3
10,100,NA,2,48,3,0,0,16.5054864,-2.345244169,0,NA,NH,3
10,100,NA,2,48,3,0,0,17.75590786,-5.406010151,0,NA,NH,3
10,100,NA,2,48,3,1,0,18.25606175,-1.950504065,0,NA,NH,3
10,100,NA,2,48,3,0,0,18.75623486,-5.46003294,0,NA,NH,3
10,100,NA,2,48,3,0,0,20.25672755,-2.224213362,0,NA,NH,3
10,100,NA,2,48,3,1,0,22.25732162,0.327405959,0,NA,NH,3
10,101,NA,2,49,4,0,0,1.250433376,-2.881932974,0,NA,NL,4
10,101,NA,2,49,4,1,0,2.250752709,-0.135390058,0,NA,NL,4
10,101,NA,2,49,4,0,0,7.002342207,-4.531503201,0,NA,NL,4
10,101,NA,2,49,4,0,0,9.25308654,6.422579288,0,NA,NL,4
10,101,NA,2,49,4,0,0,14.25474738,21.5343399,0,NA,NL,4
10,101,NA,2,49,4,0,0,15.5051502,25.24789238,0,NA,NL,4
10,101,NA,2,49,4,0,0,22.25739323,-17.1031208,0,NA,NL,4
10,103,NA,2,51,1,1,0,2.017319235,-0.132333562,0,NA,Informative,1
10,103,NA,2,51,1,0,0,3.51779788,11.22549057,0,NA,Informative,1
10,103,NA,2,51,1,1,0,5.268381721,11.2382021,0,NA,Informative,1
10,103,NA,2,51,1,0,0,6.268701644,-5.517391682,0,NA,Informative,1
10,103,NA,2,51,1,0,0,9.019614963,-15.93089867,0,NA,Informative,1
10,103,NA,2,51,1,0,0,10.01991436,2.989143133,0,NA,Informative,1
10,103,NA,2,51,1,1,0,11.02031816,6.351421356,0,NA,Informative,1
10,103,NA,2,51,1,1,0,12.02065117,4.186335087,0,NA,Informative,1
10,103,NA,2,51,1,0,0,12.77088466,-1.099081039,0,NA,Informative,1
10,103,NA,2,51,1,0,0,15.0216494,15.45016003,0,NA,Informative,1
10,103,NA,2,51,1,0,0,17.27236483,-7.598358154,0,NA,Informative,1
10,103,NA,2,51,1,0,0,18.27268794,-9.91276741,0,NA,Informative,1
10,103,NA,2,51,1,0,0,19.27305139,6.453019142,0,NA,Informative,1
10,103,NA,2,51,1,1,0,20.02328239,-31.92456245,0,NA,Informative,1
10,104,NA,2,52,1,0,0,1.767271371,-14.47058582,0,NA,Informative,1
10,104,NA,2,52,1,1,0,3.267756976,-7.675795078,0,NA,Informative,1
10,104,NA,2,52,1,0,0,5.268394816,-1.102936029,0,NA,Informative,1
10,104,NA,2,52,1,1,0,6.535517844,-1.475266337,0,NA,Informative,1
10,104,NA,2,52,1,0,0,8.035969947,8.29537487,0,NA,Informative,1
10,104,NA,2,52,1,1,0,10.03667349,-4.855893135,0,NA,Informative,1
10,104,NA,2,52,1,0,0,10.78691016,24.20092964,0,NA,Informative,1
10,104,NA,2,52,1,1,0,11.53716771,14.34128761,0,NA,Informative,1
10,104,NA,2,52,1,1,0,13.03767762,-3.55530405,0,NA,Informative,1
10,104,NA,2,52,1,0,0,14.28806617,-4.572833061,0,NA,Informative,1
10,104,NA,2,52,1,0,0,17.30574472,2.90610075,0,NA,Informative,1
10,104,NA,2,52,1,1,0,18.5561814,8.918767929,0,NA,Informative,1
10,104,NA,2,52,1,0,0,19.05633246,-7.218756199,0,NA,Informative,1
10,104,NA,2,52,1,0,0,23.05766264,8.359591484,0,NA,Informative,1
10,105,NA,3,1,1,0,0,1.283711938,-0.256363034,0,NA,Informative,1
10,105,NA,3,1,1,1,0,3.28429516,10.1172123,0,NA,Informative,1
10,105,NA,3,1,1,0,0,4.551500764,4.475890636,0,NA,Informative,1
10,105,NA,3,1,1,1,0,6.302079533,17.52003479,0,NA,Informative,1
10,105,NA,3,1,1,0,0,6.802255242,10.91138363,0,NA,Informative,1
10,105,NA,3,1,1,1,0,7.552497219,3.265176773,0,NA,Informative,1
10,105,NA,3,1,1,0,0,8.052656296,-1.616349339,0,NA,Informative,1
10,105,NA,3,1,1,0,0,9.31974535,-1.037148833,0,NA,Informative,1
10,105,NA,3,1,1,0,0,12.82090772,2.854313135,0,NA,Informative,1
10,105,NA,3,1,1,1,0,14.57150466,-2.395401239,0,NA,Informative,1
10,105,NA,3,1,1,0,0,16.07200277,15.61402988,0,NA,Informative,1
10,105,NA,3,1,1,0,0,18.85622591,-8.685980797,0,NA,Informative,1
10,105,NA,3,1,1,1,0,20.85688487,17.28670883,0,NA,Informative,1
10,105,NA,3,1,1,0,0,22.85758169,-1.075365305,0,NA,Informative,1
10,106,NA,3,2,3,0,0,1.250421108,6.78106451,0,NA,NH,3
10,106,NA,3,2,3,1,0,2.2507428,4.39158392,0,NA,NH,3
10,106,NA,3,2,3,0,0,3.751249167,7.664700031,0,NA,NH,3
10,106,NA,3,2,3,0,0,5.251742676,19.53586388,0,NA,NH,3
10,106,NA,3,2,3,1,0,6.001993737,-4.373827457,0,NA,NH,3
10,106,NA,3,2,3,0,0,7.752571325,-17.1283741,0,NA,NH,3
10,106,NA,3,2,3,1,0,9.253082412,-10.81821537,0,NA,NH,3
10,106,NA,3,2,3,1,0,10.50343357,-2.111023664,0,NA,NH,3
10,106,NA,3,2,3,0,0,11.00365092,5.920625687,0,NA,NH,3
10,106,NA,3,2,3,0,0,13.25440115,7.904210091,0,NA,NH,3
10,106,NA,3,2,3,1,0,14.25472685,16.46156883,0,NA,NH,3
10,106,NA,3,2,3,0,0,15.25506529,11.83556747,0,NA,NH,3
10,106,NA,3,2,3,0,0,16.25540279,11.0599966,0,NA,NH,3
10,106,NA,3,2,3,1,0,17.25566444,-9.368254662,0,NA,NH,3
10,106,NA,3,2,3,0,0,19.50648014,-7.054798126,0,NA,NH,3
10,106,NA,3,2,3,1,0,20.50681399,13.78324413,0,NA,NH,3
10,106,NA,3,2,3,0,0,21.5071509,-12.5788517,0,NA,NH,3
10,106,NA,3,2,3,1,0,23.77457014,-7.22135067,0,NA,NH,3
10,107,22.32222687,3,3,4,1,1,0.750247167,-6.323004723,0,-21.5719797,NL,4
10,107,22.32222687,3,3,4,0,1,2.250746339,-14.03551865,0,-20.07148053,NL,4
10,107,22.32222687,3,3,4,0,1,4.001316378,4.417237759,0,-18.32091049,NL,4
10,107,22.32222687,3,3,4,1,1,4.501495981,-12.67829132,0,-17.82073089,NL,4
10,107,22.32222687,3,3,4,1,1,6.001989136,-10.0494566,0,-16.32023773,NL,4
10,107,22.32222687,3,3,4,0,1,9.253067429,-0.690194964,0,-13.06915944,NL,4
10,107,22.32222687,3,3,4,0,1,10.25340941,-1.461740613,0,-12.06881746,NL,4
10,107,22.32222687,3,3,4,1,1,11.50382368,-2.160516024,0,-10.81840319,NL,4
10,107,22.32222687,3,3,4,0,1,15.75522708,17.76713181,0,-6.566999786,NL,4
10,107,22.32222687,3,3,4,1,1,18.25605432,-8.026329041,0,-4.066172552,NL,4
10,107,22.32222687,3,3,4,1,1,19.50647271,14.33201218,0,-2.815754158,NL,4
10,107,22.32222687,3,3,4,0,1,22.00727246,-4.526997089,0,-0.31495441,NL,4
10,107,22.32222687,3,3,4,0,1,22.50747801,1.028468132,1,0.185251145,NL,4
10,107,22.32222687,3,3,4,0,1,23.75788461,-15.29772568,1,1.435657743,NL,4
10,108,NA,3,4,3,1,0,0.750247639,-13.36550522,0,NA,NH,3
10,108,NA,3,4,3,0,0,3.501178182,-13.99174976,0,NA,NH,3
10,108,NA,3,4,3,0,0,4.501505536,3.072320461,0,NA,NH,3
10,108,NA,3,4,3,1,0,5.501825813,-9.233570099,0,NA,NH,3
10,108,NA,3,4,3,0,0,7.252419563,2.835119486,0,NA,NH,3
10,108,NA,3,4,3,1,0,8.002584744,-14.56853104,0,NA,NH,3
10,108,NA,3,4,3,1,0,10.25342121,3.225130081,0,NA,NH,3
10,108,NA,3,4,3,0,0,10.75357557,6.579561234,0,NA,NH,3
10,108,NA,3,4,3,0,0,12.0039949,30.3588562,0,NA,NH,3
10,108,NA,3,4,3,0,0,13.75457415,15.45269775,0,NA,NH,3
10,108,NA,3,4,3,1,0,14.25474714,-9.943788528,0,NA,NH,3
10,108,NA,3,4,3,0,0,16.25540964,-3.718127728,0,NA,NH,3
10,108,NA,3,4,3,1,0,17.25573699,1.125610828,0,NA,NH,3
10,108,NA,3,4,3,0,0,19.00631824,6.858349323,0,NA,NH,3
10,108,NA,3,4,3,1,0,20.2567417,3.61852932,0,NA,NH,3
10,108,NA,3,4,3,0,0,21.00699253,-7.079996109,0,NA,NH,3
10,109,NA,3,5,3,1,0,0.750253066,-15.25633144,0,NA,NH,3
10,109,NA,3,5,3,0,0,2.000653176,1.217098594,0,NA,NH,3
10,109,NA,3,5,3,1,0,3.251062958,6.011515141,0,NA,NH,3
10,109,NA,3,5,3,0,0,3.751242326,11.89580345,0,NA,NH,3
10,109,NA,3,5,3,0,0,6.752247156,-14.61294174,0,NA,NH,3
10,109,NA,3,5,3,1,0,7.252351733,-22.98589897,0,NA,NH,3
10,109,NA,3,5,3,1,0,10.50348347,-2.905609131,0,NA,NH,3
10,109,NA,3,5,3,0,0,12.25407096,56.25407028,0,NA,NH,3
10,109,NA,3,5,3,0,0,13.2544054,-10.06329346,0,NA,NH,3
10,109,NA,3,5,3,1,0,19.75656328,-1.252866507,0,NA,NH,3
10,109,NA,3,5,3,0,0,20.25672778,-13.03766918,0,NA,NH,3
10,109,NA,3,5,3,0,0,21.25704794,-20.00145721,0,NA,NH,3
10,109,NA,3,5,3,1,0,21.75721587,11.24726009,0,NA,NH,3
10,11,18.14837085,1,11,4,1,1,2.000658956,20.44199944,0,-16.14771189,NL,4
10,11,18.14837085,1,11,4,0,1,3.251078648,8.133504868,0,-14.8972922,NL,4
10,11,18.14837085,1,11,4,1,1,4.501507069,-19.37240791,0,-13.64686378,NL,4
10,11,18.14837085,1,11,4,1,1,9.503161183,-7.335964203,0,-8.645209667,NL,4
10,11,18.14837085,1,11,4,0,1,11.00364903,-5.057281017,0,-7.144721821,NL,4
10,11,18.14837085,1,11,4,0,1,14.50482473,-2.253121376,0,-3.643546117,NL,4
10,11,18.14837085,1,11,4,1,1,17.50581659,3.213638306,0,-0.642554263,NL,4
10,11,18.14837085,1,11,4,0,1,19.75656694,1.223273635,1,1.608196087,NL,4
10,11,18.14837085,1,11,4,1,1,20.25672354,5.32618618,1,2.108352686,NL,4
10,110,11.91075609,3,6,2,0,1,1.000335259,19.54872894,0,-10.91042083,Informative,1
10,110,11.91075609,3,6,2,1,1,1.750571573,8.432402611,0,-10.16018452,Informative,1
10,110,11.91075609,3,6,2,1,1,4.501489493,4.957130909,0,-7.409266597,Informative,1
10,110,11.91075609,3,6,2,0,1,5.751838877,-11.24843884,0,-6.158917213,Informative,1
10,110,11.91075609,3,6,2,1,1,7.75257569,10.77587795,0,-4.1581804,Informative,1
10,110,11.91075609,3,6,2,1,1,11.00364738,19.74228287,0,-0.907108712,Informative,1
10,110,11.91075609,3,6,2,0,1,12.2540732,8.997971535,1,0.343317114,Informative,1
10,110,11.91075609,3,6,2,1,1,13.75456282,10.76493454,1,1.843806731,Informative,1
10,110,11.91075609,3,6,2,0,1,15.50516153,4.967736721,1,3.594405435,Informative,1
10,110,11.91075609,3,6,2,0,1,17.00564642,-2.189677,1,5.094890333,Informative,1
10,110,11.91075609,3,6,2,1,1,18.75619818,-7.709828854,1,6.845442087,Informative,1
10,110,11.91075609,3,6,2,0,1,19.25640043,-0.53551966,1,7.345644339,Informative,1
10,110,11.91075609,3,6,2,0,1,20.50678343,13.07528114,1,8.596027344,Informative,1
10,110,11.91075609,3,6,2,1,1,22.75756103,3.054035187,1,10.84680494,Informative,1
10,110,11.91075609,3,6,2,0,1,23.50779841,-7.676828384,1,11.59704232,Informative,1
10,111,13.70382523,3,7,2,0,1,2.50101704,-4.989722729,0,-11.20280819,Informative,1
10,111,13.70382523,3,7,2,1,1,3.751410544,-1.936027169,0,-9.952414686,Informative,1
10,111,13.70382523,3,7,2,0,1,4.001521756,-0.930511951,0,-9.702303474,Informative,1
10,111,13.70382523,3,7,2,1,1,6.252250518,4.182658672,0,-7.451574712,Informative,1
10,111,13.70382523,3,7,2,1,1,9.003168438,3.903751612,0,-4.700656792,Informative,1
10,111,13.70382523,3,7,2,1,1,10.00349933,-5.834798813,0,-3.700325899,Informative,1
10,111,13.70382523,3,7,2,0,1,10.75369176,-8.868203163,0,-2.950133468,Informative,1
10,111,13.70382523,3,7,2,1,1,13.2545827,8.662854195,0,-0.449242533,Informative,1
10,111,13.70382523,3,7,2,0,1,16.5056282,27.56648254,1,2.801802967,Informative,1
10,111,13.70382523,3,7,2,1,1,17.25586593,-7.995209694,1,3.552040697,Informative,1
10,111,13.70382523,3,7,2,0,1,19.50665945,-6.462648392,1,5.802834222,Informative,1
10,111,13.70382523,3,7,2,1,1,21.0070751,-1.356246114,1,7.303249874,Informative,1
10,111,13.70382523,3,7,2,0,1,23.50798232,3.700558186,1,9.804157088,Informative,1
10,112,NA,3,8,1,1,0,1.500458591,-16.34218407,0,NA,Informative,1
10,112,NA,3,8,1,0,0,3.000993034,-14.97699928,0,NA,Informative,1
10,112,NA,3,8,1,0,0,4.251370495,-5.350002289,0,NA,Informative,1
10,112,NA,3,8,1,0,0,7.752556934,-7.612212181,0,NA,Informative,1
10,112,NA,3,8,1,1,0,9.503049823,-9.377639771,0,NA,Informative,1
10,112,NA,3,8,1,1,0,12.50410514,7.771820068,0,NA,Informative,1
10,112,NA,3,8,1,0,0,15.00496847,-1.920708179,0,NA,Informative,1
10,112,NA,3,8,1,0,0,17.25569299,18.12517548,0,NA,Informative,1
10,112,NA,3,8,1,0,0,18.25605963,8.09995079,0,NA,Informative,1
10,112,NA,3,8,1,0,0,19.50646528,1.217184663,0,NA,Informative,1
10,112,NA,3,8,1,1,0,20.25672106,-7.756695747,0,NA,Informative,1
10,112,NA,3,8,1,0,0,20.75678848,-2.78418541,0,NA,Informative,1
10,112,NA,3,8,1,0,0,22.00729712,-15.57991028,0,NA,Informative,1
10,114,16.16901719,3,10,4,1,1,2.00057697,0.79077059,0,-14.16844022,NL,4
10,114,16.16901719,3,10,4,0,1,2.500825582,17.33314514,0,-13.66819161,NL,4
10,114,16.16901719,3,10,4,1,1,4.001335725,4.267413139,0,-12.16768147,NL,4
10,114,16.16901719,3,10,4,0,1,7.752577814,-16.81448364,0,-8.416439376,NL,4
10,114,16.16901719,3,10,4,1,1,12.00398146,10.63312054,0,-4.165035733,NL,4
10,114,16.16901719,3,10,4,0,1,12.50415528,-7.850123882,0,-3.664861912,NL,4
10,114,16.16901719,3,10,4,1,1,15.75523806,5.171496868,0,-0.413779135,NL,4
10,114,16.16901719,3,10,4,1,1,20.00665196,3.321677923,1,3.837634771,NL,4
10,114,16.16901719,3,10,4,0,1,21.25705832,11.91177845,1,5.088041133,NL,4
10,115,NA,3,11,1,0,0,2.500798215,-17.10519409,0,NA,Informative,1
10,115,NA,3,11,1,1,0,3.000985012,-6.31263113,0,NA,Informative,1
10,115,NA,3,11,1,1,0,4.501481471,-16.07237625,0,NA,Informative,1
10,115,NA,3,11,1,0,0,6.018636557,-9.703941345,0,NA,Informative,1
10,115,NA,3,11,1,0,0,7.769234554,-22.60387611,0,NA,Informative,1
10,115,NA,3,11,1,0,0,9.769822022,-15.60743999,0,NA,Informative,1
10,115,NA,3,11,1,1,0,12.52078489,-12.1242218,0,NA,Informative,1
10,115,NA,3,11,1,0,0,13.52115164,49.11242294,0,NA,Informative,1
10,115,NA,3,11,1,0,0,15.52180906,0.348255157,0,NA,Informative,1
10,115,NA,3,11,1,0,0,17.03898338,4.483355999,0,NA,Informative,1
10,115,NA,3,11,1,1,0,18.28940968,-11.46126175,0,NA,Informative,1
10,115,NA,3,11,1,0,0,21.04026602,10.0679245,0,NA,Informative,1
10,115,NA,3,11,1,1,0,23.30773622,27.81112099,0,NA,Informative,1
10,116,NA,3,12,4,1,0,0.750219328,-24.34225082,0,NA,NL,4
10,116,NA,3,12,4,0,0,1.750662406,-5.413067341,0,NA,NL,4
10,116,NA,3,12,4,0,0,4.501573956,-0.892868519,0,NA,NL,4
10,116,NA,3,12,4,1,0,5.251820533,-24.0359993,0,NA,NL,4
10,116,NA,3,12,4,0,0,8.502895288,12.60952473,0,NA,NL,4
10,116,NA,3,12,4,0,0,10.00339871,8.576300621,0,NA,NL,4
10,116,NA,3,12,4,1,0,11.75397747,-2.948609829,0,NA,NL,4
10,116,NA,3,12,4,0,0,16.25547699,3.309107542,0,NA,NL,4
10,116,NA,3,12,4,1,0,18.50622581,18.23159981,0,NA,NL,4
10,116,NA,3,12,4,1,0,23.25779915,-9.573503494,0,NA,NL,4
10,117,NA,3,13,1,1,0,1.000334079,1.802650213,0,NA,Informative,1
10,117,NA,3,13,1,0,0,3.517839758,-24.3041935,0,NA,Informative,1
10,117,NA,3,13,1,0,0,6.268743168,-14.38042164,0,NA,Informative,1
10,117,NA,3,13,1,1,0,7.519159793,-6.648563385,0,NA,Informative,1
10,117,NA,3,13,1,0,0,9.519782651,5.21679306,0,NA,Informative,1
10,117,NA,3,13,1,1,0,12.28741677,3.441677809,0,NA,Informative,1
10,117,NA,3,13,1,0,0,12.78758292,-4.043846607,0,NA,Informative,1
10,117,NA,3,13,1,0,0,14.03800533,20.78390503,0,NA,Informative,1
10,117,NA,3,13,1,0,0,15.78858445,36.19722748,0,NA,Informative,1
10,117,NA,3,13,1,1,0,18.28940826,15.01607513,0,NA,Informative,1
10,117,NA,3,13,1,0,0,19.80652996,-3.051748276,0,NA,Informative,1
10,117,NA,3,13,1,0,0,21.30706771,-55.35219955,0,NA,Informative,1
10,117,NA,3,13,1,0,0,22.57412491,2.815016985,0,NA,Informative,1
10,117,NA,3,13,1,1,0,23.57449332,25.38898277,0,NA,Informative,1
10,118,NA,3,14,3,0,0,0.750266043,27.41133118,0,NA,NH,3
10,118,NA,3,14,3,0,0,2.500838559,-20.35131073,0,NA,NH,3
10,118,NA,3,14,3,1,0,3.501164025,-4.623418331,0,NA,NH,3
10,118,NA,3,14,3,0,0,5.751845484,-6.678508282,0,NA,NH,3
10,118,NA,3,14,3,1,0,7.502509423,-6.400422096,0,NA,NH,3
10,118,NA,3,14,3,0,0,9.002948314,4.121670246,0,NA,NH,3
10,118,NA,3,14,3,1,0,10.75357533,4.425494671,0,NA,NH,3
10,118,NA,3,14,3,0,0,12.50417404,28.71913147,0,NA,NH,3
10,118,NA,3,14,3,1,0,14.2547554,14.08134651,0,NA,NH,3
10,118,NA,3,14,3,0,0,15.75524112,-6.641279221,0,NA,NH,3
10,118,NA,3,14,3,1,0,16.25540433,-11.09307575,0,NA,NH,3
10,118,NA,3,14,3,0,0,17.25566385,-4.992743969,0,NA,NH,3
10,118,NA,3,14,3,1,0,20.25674371,-2.516938448,0,NA,NH,3
10,118,NA,3,14,3,0,0,21.00699442,-3.509540081,0,NA,NH,3
10,119,8.824261603,3,15,2,1,1,2.017331621,-19.59012222,0,-6.806929982,Informative,1
10,119,8.824261603,3,15,2,0,1,2.767592709,-12.4393816,0,-6.056668894,Informative,1
10,119,8.824261603,3,15,2,1,1,3.267744354,-13.6836071,0,-5.556517249,Informative,1
10,119,8.824261603,3,15,2,1,1,8.269403068,-0.67935431,0,-0.554858535,Informative,1
10,119,8.824261603,3,15,2,1,1,9.019622041,-9.141943932,1,0.195360438,Informative,1
10,119,8.824261603,3,15,2,0,1,11.02033066,-13.14612961,1,2.196069057,Informative,1
10,119,8.824261603,3,15,2,0,1,13.27104869,6.234414577,1,4.446787084,Informative,1
10,119,8.824261603,3,15,2,1,1,15.52181638,9.347633362,1,6.697554775,Informative,1
10,119,8.824261603,3,15,2,0,1,17.03896639,10.7041378,1,8.214704788,Informative,1
10,119,8.824261603,3,15,2,0,1,18.78957217,-0.339938134,1,9.965310571,Informative,1
10,119,8.824261603,3,15,2,1,1,21.2904066,-7.488500118,1,12.466145,Informative,1
10,119,8.824261603,3,15,2,0,1,22.79090094,19.48874474,1,13.96663933,Informative,1
10,12,NA,1,12,3,0,0,1.000365339,18.31026077,0,NA,NH,3
10,12,NA,1,12,3,0,0,3.001033378,-4.263733387,0,NA,NH,3
10,12,NA,1,12,3,1,0,3.751291989,-6.627305984,0,NA,NH,3
10,12,NA,1,12,3,0,0,5.501857781,-6.081559658,0,NA,NH,3
10,12,NA,1,12,3,0,0,6.752275821,26.61337852,0,NA,NH,3
10,12,NA,1,12,3,0,0,9.503187725,22.97491074,0,NA,NH,3
10,12,NA,1,12,3,0,0,11.00369539,9.138252258,0,NA,NH,3
10,12,NA,1,12,3,0,0,14.50486213,-15.43195248,0,NA,NH,3
10,12,NA,1,12,3,0,0,17.75592638,24.9838829,0,NA,NH,3
10,12,NA,1,12,3,0,0,20.5068541,11.43229103,0,NA,NH,3
10,12,NA,1,12,3,0,0,21.50718711,-2.262188435,0,NA,NH,3
10,120,14.57071618,3,16,2,0,1,1.500496223,16.53784752,0,-13.07021996,Informative,1
10,120,14.57071618,3,16,2,1,1,2.500822161,5.188395977,0,-12.06989402,Informative,1
10,120,14.57071618,3,16,2,1,1,3.517835747,-20.01085663,0,-11.05288043,Informative,1
10,120,14.57071618,3,16,2,1,1,7.035671848,-1.533692122,0,-7.535044332,Informative,1
10,120,14.57071618,3,16,2,0,1,7.535831396,-22.00224876,0,-7.034884784,Informative,1
10,120,14.57071618,3,16,2,0,1,8.786194937,-6.651687145,0,-5.784521243,Informative,1
10,120,14.57071618,3,16,2,1,1,10.80358967,5.600054264,0,-3.767126511,Informative,1
10,120,14.57071618,3,16,2,0,1,11.30374485,25.95959282,0,-3.266971327,Informative,1
10,120,14.57071618,3,16,2,1,1,13.07101375,17.65408325,0,-1.499702434,Informative,1
10,120,14.57071618,3,16,2,1,1,14.0713306,-1.310291052,0,-0.499385579,Informative,1
10,120,14.57071618,3,16,2,1,1,16.57215571,1.348022461,1,2.001439532,Informative,1
10,120,14.57071618,3,16,2,0,1,17.57249864,-5.709387302,1,3.001782458,Informative,1
10,120,14.57071618,3,16,2,0,1,19.07300618,7.487052441,1,4.502290004,Informative,1
10,120,14.57071618,3,16,2,0,1,22.07399356,-4.717813492,1,7.503277376,Informative,1
10,121,NA,3,17,1,1,0,1.500509199,-0.738968134,0,NA,Informative,1
10,121,NA,3,17,1,0,0,3.000998697,-4.374363899,0,NA,Informative,1
10,121,NA,3,17,1,0,0,4.251405531,-8.776111603,0,NA,Informative,1
10,121,NA,3,17,1,0,0,5.25175058,-5.694063187,0,NA,Informative,1
10,121,NA,3,17,1,1,0,6.752255178,9.179829597,0,NA,Informative,1
10,121,NA,3,17,1,0,0,7.25241272,6.465495586,0,NA,Informative,1
10,121,NA,3,17,1,0,0,8.25274963,-7.866779327,0,NA,Informative,1
10,121,NA,3,17,1,0,0,9.769926893,11.47984219,0,NA,Informative,1
10,121,NA,3,17,1,1,0,12.02066663,-0.525480151,0,NA,Informative,1
10,121,NA,3,17,1,0,0,12.53750014,0.377614111,0,NA,Informative,1
10,121,NA,3,17,1,0,0,14.53812347,6.196128368,0,NA,Informative,1
10,121,NA,3,17,1,0,0,15.78858504,11.01619339,0,NA,Informative,1
10,121,NA,3,17,1,0,0,16.78892419,-3.482151985,0,NA,Informative,1
10,121,NA,3,17,1,1,0,18.53949199,1.320324063,0,NA,Informative,1
10,121,NA,3,17,1,1,0,19.5398381,0.696249783,0,NA,Informative,1
10,122,21.59768771,3,18,2,0,1,2.000675117,12.89850521,0,-19.59701259,Informative,1
10,122,21.59768771,3,18,2,1,1,3.001002825,11.46246815,0,-18.59668488,Informative,1
10,122,21.59768771,3,18,2,1,1,4.001283112,4.923426628,0,-17.5964046,Informative,1
10,122,21.59768771,3,18,2,1,1,6.502156706,-20.95530891,0,-15.095531,Informative,1
10,122,21.59768771,3,18,2,0,1,7.519112253,-22.76063156,0,-14.07857546,Informative,1
10,122,21.59768771,3,18,2,1,1,8.019329014,-17.8456192,0,-13.5783587,Informative,1
10,122,21.59768771,3,18,2,0,1,8.769578069,-24.84670639,0,-12.82810964,Informative,1
10,122,21.59768771,3,18,2,1,1,10.28675852,-3.945807457,0,-11.31092919,Informative,1
10,122,21.59768771,3,18,2,1,1,11.78726524,-2.476489544,0,-9.810422472,Informative,1
10,122,21.59768771,3,18,2,1,1,14.03800462,12.91887665,0,-7.559683093,Informative,1
10,122,21.59768771,3,18,2,0,1,14.78820861,7.864600182,0,-6.809479101,Informative,1
